district_area_id,district_area_name,mission_count_all,mission_count_ems,mission_count_ems_critical,mission_count_ems_critical_cpr,mission_count_fire,mission_count_technical_rescue,mission_count_ems_critical_timegoal_computed,mission_count_fire_timegoal_computed,mission_count_ems_critical_timegoal_reached,mission_count_fire_timegoal_reached,response_time_ems_critical_mean,response_time_ems_critical_median,response_time_ems_critical_std,response_time_ems_critical_cpr_mean,response_time_ems_critical_cpr_median,response_time_ems_critical_cpr_std,response_time_fire_time_to_first_pump_mean,response_time_fire_time_to_first_pump_median,response_time_fire_time_to_first_pump_std,response_time_fire_time_to_first_ladder_mean,response_time_fire_time_to_first_ladder_median,response_time_fire_time_to_first_ladder_std,response_time_fire_time_to_full_crew_mean,response_time_fire_time_to_full_crew_median,response_time_fire_time_to_full_crew_std,response_time_technical_rescue_mean,response_time_technical_rescue_median,response_time_technical_rescue_std,source_year,planning_room_id,planning_room_name,prediction_area_id,prediction_area_name
,,2340,2151,1947,28,80,108,1741,24,808,18,660.6312464101092,616.0,226.84,507.2307692307692,499.5,92.6,654.8444444444444,612.0,174.93,802.3829787234042,806.0,179.83,809.604625,778.3534999999999,155.82,789.367088607595,684.0,335.02,2022,12100205.0,Teichstraße,,
,,538,513,462,10,8,17,414,0,173,0,671.2584541062802,633.5,211.22,495.6666666666667,506.0,141.4,651.0,651.0,216.37,794.8,721.0,154.25,,,,818.9090909090909,785.0,196.95,2022,12100206.0,Humboldtstraße,,
,,454,428,388,5,11,15,360,1,175,0,662.1666666666666,606.0,213.09,495.75,541.0,110.02,671.5,653.0,58.79,811.2,753.0,92.82,924.053,924.053,,712.8461538461538,621.0,279.04,2022,12200307.0,Reinickes Hof,,
,,661,626,563,9,11,24,509,4,173,4,698.7956777996071,667.0,205.67,608.1428571428571,592.0,89.6,655.6,649.0,203.59,702.8333333333334,768.0,161.94,761.58225,798.4455,105.86,1057.2222222222222,949.5,395.97,2022,12200308.0,Mellerbogen,,
,,1674,1560,1440,10,59,54,1296,11,508,9,677.6381172839506,637.0,205.27,567.7142857142857,594.0,143.03,575.5714285714286,573.5,113.05,704.55,680.0,87.23,778.5209090909091,764.753,127.44,824.9777777777778,840.0,250.84,2022,12200309.0,Scharnweberstraße,,
,,990,913,811,8,34,42,736,9,294,7,686.1182065217391,640.0,233.56,587.8571428571429,548.0,297.11,645.7272727272727,627.0,79.76,764.1428571428571,726.5,142.7,907.0007777777778,844.767,206.65,841.96875,829.0,218.4,2022,12200310.0,Klixstraße,,
,,87,71,68,1,5,11,62,1,20,1,683.516129032258,682.5,204.7,491.0,491.0,,592.0,592.0,22.63,514.0,514.0,,728.823,728.823,,898.5714285714286,768.0,253.42,2022,12200411.0,Schumacher-Quartier,,
,,940,832,771,18,42,66,669,12,282,3,690.237668161435,641.0,243.51,526.8461538461538,469.0,149.75,702.9,630.0,264.7,855.6363636363636,817.5,167.77,988.57875,932.978,179.71,892.9473684210526,870.5,304.64,2022,12200412.0,Waldidyll/Flughafensee,,
,,960,899,806,11,18,43,730,1,307,0,695.5410958904109,656.0,258.78,525.6666666666666,444.0,350.18,545.25,543.5,215.94,682.75,728.5,162.11,1024.197,1024.197,,938.0,871.5,364.86,2022,12200413.0,Tegel Süd,,
,,650,605,551,5,26,19,497,18,66,8,872.0764587525151,824.0,276.11,717.5,734.5,170.0,793.2352941176471,779.0,125.94,873.1666666666666,879.0,121.68,898.7582777777777,925.5345,93.5,980.5,951.5,432.64,2022,12200414.0,TXL,,
,,2599,2384,2226,43,81,82,1934,17,1024,6,613.9312306101344,565.0,267.23,430.5,399.5,127.55,632.53125,506.5,257.18,920.8666666666668,894.0,278.84,959.5062352941176,961.573,138.38,832.6101694915254,802.0,393.03,2022,12200515.0,Alt-Tegel,,
,,606,549,497,9,10,46,389,2,230,0,646.8046272493573,561.0,278.73,603.6666666666666,591.5,148.47,678.1666666666666,648.0,114.42,1099.6666666666667,1012.0,230.37,1212.258,1212.258,210.35,964.0,832.5,367.21,2022,12400616.0,Konradshöhe/Tegelort,,
,,608,572,518,7,8,28,442,2,44,0,839.4841628959276,783.5,244.61,640.8333333333334,687.0,137.39,927.0,927.0,,935.0,819.0,294.66,1143.547,1143.547,34.28,1045.571428571429,880.0,356.62,2022,12400617.0,Alt-Heiligensee,,
,,513,476,438,7,9,28,391,1,57,0,847.1074168797954,825.0,260.93,603.8,634.0,287.07,1053.3333333333333,1018.0,180.61,1039.0,1020.0,148.41,1248.62,1248.62,,1182.6153846153843,1077.0,327.65,2022,12400618.0,Heiligensee Nord,,
,,785,706,620,14,19,60,536,3,97,0,786.3824626865671,737.5,256.39,609.0833333333334,591.5,182.46,952.2857142857144,942.0,208.25,1079.4,1026.0,325.61,1212.809,1131.51,178.21,1009.6969696969696,896.0,409.14,2022,12400619.0,Heiligensee,,
,,898,797,724,16,17,84,600,2,179,0,764.455,681.5,284.73,649.1666666666666,572.0,263.64,727.0,738.0,119.9,1047.6,957.0,202.84,1032.8215,1032.8215,32.49,1107.0857142857142,1164.0,365.56,2022,12400720.0,Frohnau West,,
,,904,793,720,16,22,89,589,3,236,1,743.081494057725,664.0,309.01,643.7142857142857,626.0,224.88,703.5,730.0,86.72,1023.7142857142856,913.0,202.06,912.9323333333332,909.567,36.12,1166.3111111111111,1171.0,409.74,2022,12400721.0,Frohnau Ost,,
,,1141,796,727,13,16,55,615,1,345,0,641.590243902439,561.0,283.34,459.8,461.0,90.7,533.7272727272727,519.0,89.98,953.6,815.0,229.01,1149.886,1149.886,,917.9,960.0,420.05,2022,12400722.0,Hermsdorf West,,
,,723,637,574,13,30,56,485,7,246,2,662.4329896907217,597.0,264.22,561.2857142857143,529.0,143.7,508.47058823529414,530.0,101.59,866.8888888888889,843.0,157.03,1168.501142857143,945.156,483.43,811.8666666666667,755.0,334.73,2022,12400723.0,Hermsdorf Ost/Waldsee,,
,,1173,1113,999,22,37,23,869,3,406,3,672.5972382048332,617.0,238.34,500.0,473.0,88.04,606.0588235294117,524.0,203.69,782.1333333333333,750.0,204.56,738.6923333333334,762.154,42.5,1003.0714285714286,892.0,347.28,2022,12500824.0,Ziekowstraße/Freie Scholle,,
,,1014,912,836,9,67,35,745,22,362,14,669.0805369127517,610.0,233.05,439.8888888888889,452.0,107.24,636.219512195122,591.0,136.68,748.047619047619,704.0,192.76,882.3870454545456,868.2535,160.4,876.6896551724138,856.0,227.27,2022,12500825.0,Borsigwalde,,
,,1214,1151,1078,21,34,29,949,10,503,10,638.7154899894626,587.0,248.7,461.11764705882354,485.0,103.75,545.3333333333334,491.0,153.34,751.0,759.0,198.76,754.0934000000001,755.1600000000001,71.81,632.6470588235294,519.0,314.63,2022,12500926.0,Wittenau Süd,,
,,1486,974,903,14,33,36,797,12,370,10,671.547051442911,617.0,240.77,531.7,456.5,153.99,655.1666666666666,618.5,160.31,779.7777777777778,723.0,188.79,845.8825833333332,819.5685,183.91,1037.857142857143,1009.5,394.22,2022,12500927.0,Wittenau Nord,,
,,597,541,499,17,15,41,449,0,230,0,670.7193763919822,593.0,269.86,515.1666666666666,470.0,116.07,566.5714285714286,596.0,119.29,724.5,687.5,98.19,,,,883.0769230769231,828.5,411.71,2022,12500928.0,Waidmannslust,,
,,469,433,396,9,12,24,345,3,62,2,764.3826086956522,721.0,212.19,639.5714285714286,611.0,107.96,738.7777777777778,718.0,97.57,1109.0,1182.0,180.91,926.5323333333332,792.074,240.59,913.5,846.0,268.48,2022,12500929.0,Lübars,,
,,2034,1935,1716,30,38,58,1499,4,621,4,684.68245496998,645.0,249.1,523.695652173913,519.0,103.59,597.1176470588235,575.0,190.01,784.1904761904761,678.0,223.22,838.864,822.6845000000001,37.69,713.3684210526316,642.5,317.83,2022,12500930.0,Wittenau Mitte,,
,,441,407,378,7,17,17,337,4,169,3,663.0178041543027,599.0,241.08,556.8571428571429,558.0,152.62,633.0,610.5,71.13,739.8333333333334,798.5,121.83,804.2559999999999,868.482,154.62,768.6153846153846,788.0,118.12,2022,12601031.0,Lübarser Straße,,
,,898,826,734,3,29,43,637,5,211,2,722.61852433281,674.0,231.7,799.0,799.0,18.38,656.4166666666666,645.0,91.46,811.3333333333334,750.5,183.64,965.5582,901.594,174.79,805.3142857142857,771.0,246.52,2022,12601032.0,Rollbergesiedlung,,
,,1745,1640,1461,23,68,37,1277,27,225,16,800.989819890368,763.0,238.08,652.5555555555555,666.0,159.44,753.9047619047619,742.5,162.51,920.2058823529412,894.5,182.16,938.6676666666664,872.4,221.19,881.7142857142857,873.0,303.76,2022,12601133.0,Treuenbrietzener Straße,,
,,2659,2484,2225,29,80,43,1929,32,405,16,783.9896319336444,745.0,242.93,645.1666666666666,631.0,193.51,673.6511627906976,640.0,171.94,868.1025641025641,903.0,203.09,895.1364999999998,900.1505,146.89,838.9,753.0,282.39,2022,12601134.0,Märkisches Zentrum,,
,,1305,1249,1120,20,26,30,975,9,273,6,759.2738461538462,725.0,245.64,591.7058823529412,603.0,97.71,639.4375,603.5,115.79,998.4615384615385,917.0,227.85,883.3128888888888,842.69,184.8,827.2,743.5,298.51,2022,12601235.0,Dannenwalder Weg,,
,,395,366,327,5,10,19,273,1,125,1,684.9706959706959,634.0,277.77,452.0,447.0,19.71,512.0,518.5,52.61,785.5,785.5,55.86,828.123,828.123,,974.3,674.5,496.51,2022,12601236.0,Schorfheidestraße,,
,,25010,21267,19947,201,1656,852,17399,778,9117,647,629.83,589.0,225.17,496.61,487.5,126.97,578.34,577.0,132.08,721.35,701.0,158.09,788.96,759.64,176.14,885.22,795.0,371.82,2022,,,110.0,Zentrum
,,14882,13710,12607,151,638,531,11021,273,5570,227,638.93,598.0,229.76,483.13,462.0,124.11,555.25,526.0,151.2,713.53,701.0,154.91,783.88,757.28,178.08,798.54,704.0,341.9,2022,,,120.0,Moabit
,,11781,10531,9531,122,494,492,8445,128,4120,96,643.17,606.0,227.83,490.09,474.0,140.67,572.78,549.5,148.09,728.35,708.0,157.76,799.26,778.25,163.55,944.81,831.0,430.15,2022,,,130.0,Gesundbrunnen
,,16399,13775,12483,204,486,608,11123,148,5936,123,628.85,584.0,222.71,467.13,457.5,105.26,597.32,560.5,155.4,761.73,745.0,170.19,795.22,775.0,174.49,897.08,862.0,351.21,2022,,,140.0,Wedding
,,6937,6288,5739,65,351,296,5059,102,3119,88,591.1,547.0,208.62,457.35,429.0,141.06,561.39,534.0,142.81,703.85,692.0,140.32,775.43,778.66,142.39,758.84,653.0,333.36,2022,,,210.0,Kreuzberg Nord
,,8084,6807,6295,95,434,379,5510,107,3176,95,610.45,564.0,223.66,451.07,438.0,101.59,565.91,532.0,153.79,711.24,701.0,145.42,782.84,765.11,145.98,839.57,713.0,394.12,2022,,,220.0,Kreuzberg Süd
,,6680,6185,5751,69,240,254,4940,41,3275,30,573.59,516.0,224.7,416.02,403.0,136.72,550.72,483.0,210.97,704.2,682.0,219.3,779.86,733.75,163.59,872.88,803.0,386.51,2022,,,230.0,Kreuzberg Ost
,,9638,8443,7847,108,389,305,6847,156,4109,130,594.78,552.0,221.56,447.79,435.0,122.28,524.5,495.0,141.52,685.16,658.0,168.68,774.31,727.12,237.7,899.86,772.5,422.67,2022,,,240.0,Friedrichshain West
,,9625,8796,8182,71,387,439,7124,85,3823,67,624.4,585.0,212.08,464.02,461.0,107.3,577.98,558.0,155.43,739.5,699.0,191.31,785.42,755.62,176.86,945.56,804.0,408.07,2022,,,250.0,Friedrichshain Ost
,,3190,2723,2418,27,114,122,1850,32,806,12,714.61,626.5,280.01,528.48,503.0,198.26,754.1,730.0,157.64,805.12,758.0,144.48,991.96,965.96,175.47,920.96,911.0,246.0,2022,,,310.0,Buch
,,4899,4596,4133,70,99,203,3533,17,957,13,756.09,707.0,243.83,554.14,561.0,92.67,687.82,640.0,270.79,813.61,802.0,217.25,901.77,775.85,352.49,869.03,773.0,377.28,2022,,,320.0,Nördliches Pankow
,,4105,3844,3444,60,105,156,2902,16,1183,9,694.5,640.5,244.37,573.15,535.0,162.31,647.76,621.0,208.26,816.62,791.0,186.09,958.93,890.4,163.19,852.24,765.0,320.15,2022,,,330.0,Nördliches Weißensee
,,10474,9485,8547,115,299,379,7590,58,2981,37,695.97,651.0,239.84,553.85,557.0,154.6,630.16,610.0,183.14,771.59,729.0,201.72,840.39,839.04,176.28,877.13,788.0,371.13,2022,,,340.0,Südliches Pankow
,,6907,5914,5324,72,221,295,4766,36,2277,21,650.24,610.0,219.45,508.71,504.0,113.62,588.13,557.0,144.66,683.56,627.5,194.47,896.64,809.71,295.39,750.17,669.0,317.92,2022,,,350.0,Südliches Weißensee
,,11500,10532,9647,115,486,479,8480,107,3699,90,656.97,627.0,212.77,518.04,514.5,139.04,607.38,592.5,135.84,699.0,690.0,129.41,798.75,749.38,214.69,932.78,831.0,369.09,2022,,,360.0,Nördlicher Prenzlauer Berg
,,4966,4545,4169,44,189,230,3635,55,1879,49,630.73,592.0,223.88,470.44,500.0,92.11,598.35,578.0,140.34,687.84,680.5,156.82,757.15,716.03,153.02,883.33,759.0,350.53,2022,,,370.0,Südlicher Prenzlauer Berg
,,3085,2819,2546,39,108,154,2281,16,1153,11,645.91,598.0,229.1,473.55,451.0,137.82,631.75,563.0,259.03,767.24,737.0,247.77,853.61,791.48,166.2,791.93,724.0,317.07,2022,,,410.0,Charlottenburg Nord
,,7353,6180,5689,84,227,332,4979,50,1921,40,687.42,652.0,233.72,536.42,549.0,138.4,684.72,674.0,191.91,711.29,700.0,156.05,830.02,828.51,144.84,947.31,900.0,352.0,2022,,,420.0,Charlottenburg West
,,14611,13131,12066,140,630,632,10575,215,6299,182,597.37,555.0,212.9,446.21,435.0,99.5,556.29,533.0,152.75,671.08,652.0,157.16,767.91,733.14,152.25,781.46,718.5,311.33,2022,,,430.0,Charlottenburg Zentrum
,,6812,5973,5441,83,202,364,4804,43,1888,39,673.89,641.0,208.09,524.11,510.0,139.48,672.65,637.0,177.68,772.63,762.0,165.23,778.49,762.87,113.15,972.44,921.0,350.43,2022,,,440.0,Wilmersdorf Süd
,,17771,15895,14673,206,772,731,12811,269,7534,235,604.21,565.0,206.97,445.3,430.0,110.37,555.48,537.0,143.39,670.23,650.0,166.66,743.66,724.07,150.05,809.17,709.5,339.11,2022,,,450.0,Wilmersdorf Zentrum
,,16758,14776,13389,191,498,632,11467,90,4926,53,670.99,630.0,228.51,538.56,525.0,136.65,672.04,655.0,189.67,755.43,714.0,208.46,901.94,846.93,290.05,996.19,925.0,373.96,2022,,,510.0,Spandau Mitte / Nord
,,12968,11909,10787,168,497,554,9156,135,3597,80,684.96,646.0,228.88,558.01,554.0,133.48,692.4,672.0,183.05,790.33,775.5,199.13,923.92,864.72,249.82,986.51,884.0,411.07,2022,,,520.0,Wilhelmstadt / Staaken
,,4604,4171,3775,45,199,233,3302,77,1462,43,660.95,633.0,227.06,526.47,502.0,209.1,680.25,669.0,191.6,829.16,813.5,186.29,934.0,894.55,185.35,914.29,846.0,331.17,2022,,,530.0,Haselhorst / Siemensstadt
,,2264,1749,1619,32,34,260,1197,7,513,1,715.46,636.0,296.85,593.32,552.0,170.94,808.64,811.0,235.25,1102.67,1192.0,206.06,1326.1,1197.64,471.7,982.19,978.5,339.63,2022,,,540.0,Gatow / Kladow
,,8374,7746,7064,99,301,327,6139,59,3337,46,611.51,579.0,205.09,477.52,464.0,93.61,589.18,542.5,167.8,758.95,756.5,143.38,822.85,779.31,149.47,892.84,750.0,389.78,2022,,,610.0,Steglitz
,,10206,9153,8283,134,254,392,7176,55,2992,34,672.1,636.0,212.95,530.91,520.0,116.49,675.23,641.0,170.17,818.4,780.0,158.52,887.71,847.18,164.88,1020.25,863.0,433.4,2022,,,620.0,Lankwitz/Lichterfelde Ost
,,9872,8437,7662,109,230,453,6664,46,2722,27,691.82,641.0,235.4,528.08,505.0,124.36,655.81,615.0,209.53,757.93,733.0,181.94,871.66,855.83,140.25,940.42,817.0,420.83,2022,,,630.0,Zehlendorf Süd/Lichterfelde West
,,8973,7623,6967,104,279,599,5976,43,2175,27,714.79,666.0,246.28,587.47,577.0,140.03,707.86,664.0,198.85,767.86,752.0,184.09,874.29,853.65,183.51,987.26,869.5,430.37,2022,,,640.0,Zehlendorf Nord/Wannsee
,,6734,6133,5624,58,275,325,4931,87,2626,79,627.17,588.0,207.19,508.7,512.0,101.08,565.16,551.0,102.86,696.51,680.0,145.41,754.58,738.58,116.02,857.2,808.0,292.84,2022,,,710.0,Schöneberg Nord
,,6123,5598,5126,67,237,288,4485,84,2760,70,595.33,550.0,218.01,463.55,463.0,112.81,541.62,516.0,153.7,703.73,672.5,149.99,796.48,753.25,196.64,943.53,911.0,371.68,2022,,,720.0,Schöneberg Süd
,,5230,4070,3694,58,180,253,3221,51,1759,39,618.08,577.0,207.02,481.98,481.0,92.7,599.2,593.0,109.51,697.41,674.0,144.77,824.39,773.84,246.87,910.17,794.0,410.83,2022,,,730.0,Friedenau
,,9911,8222,7510,101,357,416,6728,103,3681,80,619.44,575.0,230.28,477.82,476.0,122.82,587.49,549.5,161.88,702.08,699.0,136.98,799.18,766.18,170.89,904.89,793.0,407.37,2022,,,740.0,Tempelhof
,,7121,6668,6004,83,173,279,5371,48,2999,29,620.69,575.0,215.47,477.98,462.0,146.06,632.3,629.0,163.42,757.0,730.0,147.32,863.07,839.08,165.79,967.24,795.5,456.28,2022,,,750.0,Mariendorf
,,10606,9852,8804,151,281,472,7507,61,2808,11,709.99,662.0,243.72,581.21,575.5,153.77,762.95,717.0,217.93,904.45,881.0,183.76,1032.35,1017.8,176.32,1072.21,987.5,421.49,2022,,,760.0,Marienfelde / Lichtenrade
,,22648,20748,19003,263,962,935,16773,256,7750,202,653.47,618.0,221.26,492.18,483.0,161.03,584.76,569.0,146.44,664.05,655.0,159.63,810.36,764.02,205.77,928.6,861.0,355.09,2022,,,810.0,Neukölln
,,9671,8990,8166,123,284,394,7275,67,2774,42,689.66,650.0,220.78,542.61,543.5,151.73,638.7,620.5,141.91,777.8,754.5,199.1,930.15,859.17,358.1,1027.83,940.5,413.42,2022,,,820.0,Britz/Buckow
,,5979,5647,5094,85,189,142,4464,39,2153,31,669.77,611.0,245.19,499.92,465.0,133.96,688.74,669.0,228.74,843.45,824.0,193.9,843.5,812.03,138.21,858.13,754.0,341.42,2022,,,830.0,Gropiusstadt
,,7447,6219,5580,104,159,346,4806,44,2284,32,653.78,613.0,232.21,548.86,538.0,157.6,627.86,584.0,211.53,789.3,757.0,183.17,851.23,802.56,198.12,919.64,850.5,394.21,2022,,,840.0,Buckow Nord/Rudow
,,9090,8470,7686,98,288,327,6813,50,2475,41,690.8,657.0,218.63,573.92,562.0,147.03,638.87,628.5,124.79,743.99,740.0,155.45,804.82,762.88,170.22,864.33,787.5,345.13,2022,,,910.0,Treptow-Köpenick 1
,,10144,9379,8477,112,336,428,7455,70,3018,51,670.2,639.0,210.98,531.38,518.0,110.11,624.18,592.0,171.93,732.16,699.0,181.15,846.09,808.17,196.63,833.93,755.0,309.4,2022,,,920.0,Treptow-Köpenick 2
,,6812,5956,5297,80,203,344,4386,44,1348,16,751.9,710.0,262.58,631.09,601.0,206.79,762.3,754.0,179.15,980.5,949.5,195.08,985.78,962.62,194.74,971.98,914.5,387.43,2022,,,930.0,Treptow-Köpenick 3
,,5563,4889,4361,75,131,207,3627,26,1513,10,680.14,636.0,234.33,521.29,506.0,129.47,696.41,668.0,204.44,803.14,739.0,252.5,1122.41,981.11,390.8,956.39,854.5,371.65,2022,,,940.0,Treptow-Köpenick 4
,,7864,7368,6699,82,167,328,5512,18,2245,5,693.81,646.0,240.37,543.33,537.0,161.34,661.94,635.0,155.41,892.07,834.0,275.1,1005.82,992.82,196.09,943.5,794.0,413.39,2022,,,950.0,Treptow-Köpenick 5
,,17086,15992,14387,228,555,535,12909,129,5209,87,671.6,636.0,215.08,534.84,521.0,141.81,671.51,649.0,168.06,783.46,751.0,206.91,858.75,802.21,183.34,917.81,799.5,400.45,2022,,,1010.0,Marzahn
,,11328,10570,9439,146,408,346,8321,73,3335,40,694.67,644.0,243.61,526.62,508.0,120.09,647.2,619.0,170.84,806.3,751.0,230.14,908.12,882.32,191.46,850.48,793.0,313.71,2022,,,1020.0,Hellersdorf
,,4228,3572,3255,52,83,169,2947,25,1183,16,675.13,643.0,228.26,551.52,536.5,136.69,683.92,659.5,195.92,789.6,789.0,155.57,819.77,795.41,165.65,957.49,866.0,464.58,2022,,,1030.0,Biesdorf
,,4906,4247,3877,70,95,289,3384,11,830,3,761.42,728.0,239.88,629.56,629.0,164.18,723.75,707.5,189.86,909.95,862.5,199.91,1076.49,978.35,301.5,930.04,874.0,347.45,2022,,,1040.0,Kaulsdorf/Mahlsdorf
,,8454,7930,7021,94,279,245,6243,68,1884,41,721.36,685.0,223.02,579.72,590.0,130.85,723.14,692.0,237.56,906.69,855.5,221.04,911.34,880.54,148.67,914.47,864.0,311.57,2022,,,1110.0,Hohenschönhausen Nord
,,6800,6365,5679,62,202,232,5070,53,1990,37,672.39,639.0,207.48,564.93,546.0,162.89,652.96,638.5,138.47,765.63,743.0,153.43,875.58,798.68,235.9,887.66,812.0,326.47,2022,,,1120.0,Hohenschönhausen Süd
,,12752,11217,10278,139,546,374,9234,130,4596,92,639.02,602.0,214.88,486.12,475.0,131.73,609.01,583.0,187.87,750.09,755.0,173.07,854.04,828.96,162.06,942.92,867.5,374.66,2022,,,1130.0,Lichtenberg Nord
,,9698,9117,8236,122,269,311,7359,72,2385,50,706.89,677.0,219.12,559.53,570.0,115.3,717.01,685.0,173.84,836.32,822.0,153.6,873.64,859.57,133.64,1008.15,868.0,410.65,2022,,,1140.0,Lichtenberg Mitte
,,3207,2952,2692,39,104,150,2329,20,884,7,708.31,678.0,248.82,535.53,520.5,127.83,669.38,655.0,195.63,931.56,931.0,195.91,1130.15,1057.7,425.82,880.31,904.0,343.2,2022,,,1150.0,Lichtenberg Süd
,,7999,7440,6699,106,244,313,5939,65,2307,46,684.78,644.0,225.07,520.09,515.0,110.91,663.26,643.5,169.45,810.44,788.5,197.47,848.54,809.95,187.57,878.74,797.0,342.23,2022,,,1210.0,Reinickendorf Ost
,,9015,8318,7624,110,287,356,6793,74,2849,38,678.63,645.0,250.62,510.55,472.0,192.14,645.18,613.0,196.22,804.04,776.0,191.18,902.73,893.85,156.44,873.85,838.5,334.04,2022,,,1220.0,Tegel
,,6178,5326,4818,95,131,446,4047,21,1434,3,738.22,683.0,285.01,598.94,554.5,198.38,674.04,642.5,195.67,988.46,936.0,218.75,1130.12,1089.74,294.48,1026.02,1016.0,397.84,2022,,,1240.0,Grüner Norden
,,7987,7059,6427,122,236,246,5653,54,2554,43,674.95,625.0,245.18,509.0,485.0,117.27,623.52,593.5,161.2,772.05,729.0,201.37,841.76,811.08,153.52,855.56,767.0,354.49,2022,,,1250.0,Wittenau/Borsigwalde
,,7443,6972,6245,87,230,189,5428,78,1408,44,763.86,724.0,245.96,617.0,612.0,157.44,684.87,664.0,158.13,885.56,887.0,199.18,907.84,880.16,180.56,838.36,776.0,288.2,2022,,,1260.0,Märkisches Viertel
11001.0,Tiergarten Süd,4094,3217,3075,36,328,203,2710,180,1352,147,639.75,601.0,238.01,552.0,561.0,147.52,600.07,590.0,119.31,723.37,708.5,156.1,811.1,785.93,167.64,858.99,763.0,336.71,2023,,,,
11002.0,Regierungsviertel,4925,4293,4144,21,440,192,3687,273,1741,225,638.35,612.0,207.32,519.88,474.0,139.67,604.67,603.5,112.81,748.16,739.0,158.57,804.96,774.62,154.81,943.85,864.0,375.82,2023,,,,
11003.0,Alexanderplatz,13830,11713,11159,94,850,478,9980,353,5762,299,608.0,568.0,219.76,438.79,443.5,96.92,570.61,564.0,134.18,711.09,690.0,154.6,770.15,727.72,171.61,955.87,851.5,422.71,2023,,,,
11004.0,Brunnenstraße Süd,2616,2342,2232,27,138,136,2005,61,1185,53,598.65,561.0,217.97,437.74,416.0,107.04,544.21,531.5,134.1,672.83,626.5,188.55,740.9,721.5,141.28,921.83,734.0,438.23,2023,,,,
12005.0,Moabit West,5544,5060,4746,43,245,239,4226,55,2139,50,621.22,597.0,202.42,481.43,488.0,97.9,592.36,559.0,176.78,732.22,713.0,165.46,774.19,726.82,218.13,858.49,810.5,339.26,2023,,,,
12006.0,Moabit Ost,8597,7883,7436,63,465,247,6639,246,3715,224,619.67,571.0,225.77,480.51,471.0,108.58,546.73,522.0,179.76,715.32,698.0,173.47,763.01,758.73,124.76,876.39,803.0,390.11,2023,,,,
13007.0,Osloer Straße,5177,4553,4306,49,179,198,3830,45,1780,40,649.38,614.0,211.15,467.0,466.0,104.75,601.99,588.5,156.78,766.98,756.0,139.25,751.75,734.26,132.13,875.91,794.0,335.57,2023,,,,
13008.0,Brunnenstraße Nord,6258,5692,5335,61,276,290,4818,73,2848,58,601.86,554.0,221.37,444.32,427.5,106.13,563.01,523.5,180.64,686.63,683.0,153.79,759.33,746.59,176.81,907.31,722.0,455.3,2023,,,,
14009.0,Parkviertel,7980,6341,5935,69,268,244,5387,73,3043,60,610.25,570.0,211.34,486.58,474.0,127.54,609.99,584.5,186.34,783.94,778.0,152.5,802.2,797.69,175.5,867.31,798.0,366.4,2023,,,,
14010.0,Wedding Zentrum,8105,7324,6851,88,256,303,6100,64,3768,52,589.8,547.0,209.05,444.61,420.5,139.15,581.28,544.5,184.64,751.5,723.0,192.04,768.8,717.93,220.96,870.2,734.0,406.81,2023,,,,
21001.0,Südliche  Friedrichstadt,7295,6468,6104,54,440,386,5456,132,3321,109,589.34,551.0,199.53,438.95,430.0,103.87,569.8,547.5,143.19,713.15,711.0,125.99,793.66,770.79,137.33,819.14,685.0,366.16,2023,,,,
22002.0,Tempelhofer Vorstadt,8164,6958,6594,78,361,330,5832,90,3482,80,597.44,557.0,208.08,451.07,422.0,163.21,545.13,532.0,148.25,721.62,689.0,147.08,766.83,743.7,124.25,819.37,695.0,364.81,2023,,,,
23003.0,Nördliche Luisenstadt,3317,3073,2936,38,113,131,2596,25,1770,24,561.72,519.0,206.32,419.0,410.0,128.19,520.46,511.5,131.1,707.96,681.0,196.01,640.4,592.92,123.42,846.36,734.0,416.23,2023,,,,
23004.0,Südliche Luisenstadt,3488,3195,3029,36,152,140,2643,27,1712,22,577.35,524.0,225.04,412.2,387.0,162.87,556.84,500.0,176.0,743.57,693.0,203.22,753.42,748.0,153.62,842.06,791.5,381.71,2023,,,,
24005.0,Karl-Marx-Allee Nord,3699,2929,2746,34,130,128,2465,39,1438,31,601.96,566.0,210.56,463.69,478.5,91.59,574.65,547.0,120.73,719.95,717.5,155.35,805.9,729.75,232.55,932.03,839.0,393.07,2023,,,,
24006.0,Karl-Marx-Allee Süd,5427,5005,4717,45,250,171,4229,108,2709,85,576.51,536.0,210.36,430.36,431.0,82.27,542.95,495.0,168.85,727.25,681.0,200.98,783.41,747.82,174.86,991.7,961.0,444.64,2023,,,,
25007.0,Frankfurter Allee Nord,2847,2630,2486,19,107,110,2219,32,1198,27,619.49,585.0,198.28,516.79,530.5,123.41,588.61,579.0,145.24,712.13,669.5,163.49,778.23,742.51,195.41,924.96,837.0,334.21,2023,,,,
25008.0,Frankfurter Allee Süd FK,6298,5781,5544,42,289,227,4935,73,2644,57,618.53,587.0,197.93,499.47,462.0,166.64,580.01,540.0,183.2,707.12,694.0,166.77,797.48,761.63,259.64,923.1,737.5,450.01,2023,,,,
31001.0,Buch,2867,2409,2233,19,87,99,1777,20,845,9,678.56,612.0,249.55,537.27,526.0,86.97,734.25,751.0,167.18,822.72,799.5,155.35,956.27,925.85,170.05,931.67,927.0,290.59,2023,,,,
